lncRNA,disease,pred,label,evidence
MCHR2-AS1,DOID:0060038,0.979373336,0,0
SOX2-OT,DOID:5093,0.979358733,1,0
JAZF1-AS1,DOID:219,0.979342043,0,0
HAND2-AS1,DOID:2621,0.979311705,1,0
MALAT1,DOID:9256,0.979298353,1,1
CDKN2B-AS1,DOID:3905,0.97929287,1,0
UCA1,DOID:162,0.97927928,1,1
PISRT1,DOID:3527,0.979223251,0,0
ERICH1-AS1,DOID:4960,0.979173779,0,0
HNF1A-AS1,DOID:3963,0.979168594,0,0
KCNQ1OT1,DOID:74,0.979082584,0,0
CCDC26,DOID:0080015,0.979061306,0,0
PISRT1,DOID:225,0.979057968,1,0
LINC00163,DOID:3393,0.979053319,0,0
TEX41,DOID:1428,0.979045212,0,0
GATA3-AS1,DOID:2596,0.979044378,0,0
HCG9,DOID:150,0.979031026,1,0
TUSC7,DOID:14566,0.978993535,1,0
NBR2,DOID:1289,0.978974819,0,0
SPRY4-IT1,DOID:706,0.978974462,0,0
PCAT5,DOID:162,0.978967726,1,0
FENDRR,DOID:1289,0.97896421,0,0
H19,DOID:11983,0.978873849,1,1
SPRY4-IT1,DOID:263,0.978863776,1,0
HOTTIP,DOID:987,0.978821993,0,0
PVT1,DOID:11054,0.978819251,1,1
C5orf66-AS2,DOID:4,0.978808939,1,0
MINCR,DOID:0070004,0.978805065,0,0
DISC1FP1,DOID:769,0.978798866,0,0
BANCR,DOID:1781,0.978785396,1,1
WT1-AS,DOID:0070004,0.978766203,1,0
TDRG1,DOID:1781,0.978760958,0,0
WT1-AS,DOID:686,0.978745222,1,0
TP53COR1,DOID:2349,0.978740096,1,0
UCA1,DOID:4451,0.978739977,1,0
HAR1A,DOID:4,0.978732228,1,0
THRIL,DOID:363,0.978703678,0,0
LINC00336,DOID:1324,0.978687108,0,1
SPRY4-IT1,DOID:10534,0.978642106,1,1
HCP5,DOID:305,0.978639603,1,0
HCG9,DOID:18,0.978567541,0,0
MIAT,DOID:4,0.97855866,1,0
LINC01081,DOID:9206,0.97855854,0,0
ERICH1-AS1,DOID:0050155,0.978557289,1,0
ESRG,DOID:14566,0.978555441,1,0
HCP5,DOID:10591,0.97853446,0,0
GAS5,DOID:0050686,0.978532195,1,0
TUG1,DOID:5672,0.978529096,1,0
CASC8,DOID:4362,0.978516638,0,0
EGOT,DOID:0050686,0.978499174,1,0
CDR1-AS,DOID:0080000,0.978482842,0,0
HCG27,DOID:6050,0.978465378,0,0
TTTY4,DOID:660,0.978448033,0,0
TARID,DOID:14250,0.978430152,0,0
NPTN-IT1,DOID:9256,0.978426158,1,1
CDKN2B-AS1,DOID:0050155,0.978423059,1,0
LINC00663,DOID:688,0.978414178,0,0
SPRY4-IT1,DOID:0050686,0.978390098,1,0
PCA3,DOID:0050687,0.978368759,1,0
LINC00163,DOID:3963,0.978333592,0,0
CCAT2,DOID:120,0.97830528,1,0
HULC,DOID:0060058,0.978302121,1,0
DISC2,DOID:3119,0.978300512,1,0
TUG1,DOID:225,0.978293657,0,0
LINC00963,DOID:9973,0.978292286,0,0
TUSC7,DOID:0050687,0.978291392,1,0
BCAR4,DOID:12987,0.978217244,0,0
NORAD,DOID:0060464,0.978203177,0,0
NORAD,DOID:4226,0.97819078,0,0
TDRG1,DOID:0050686,0.97818917,1,0
LINC00299,DOID:0050736,0.97818315,0,0
KCNQ1OT1,DOID:686,0.978146613,1,0
HNF1A-AS1,DOID:305,0.978144586,1,0
LINC00477,DOID:4,0.978143334,1,0
DAOA-AS1,DOID:3451,0.978129208,0,0
LINC00479,DOID:0060689,0.97812289,0,0
EWSAT1,DOID:2978,0.978113651,0,0
ZNF667-AS1,DOID:3118,0.978040814,0,0
LINC01235,DOID:2237,0.978040338,0,0
HULC,DOID:615,0.978023946,0,0
MIR100HG,DOID:2018,0.97802335,0,0
LINC00602,DOID:1561,0.97801733,0,0
SCHLAP1,DOID:8997,0.978009105,0,0
LINC00474,DOID:2559,0.977999508,0,0
LINC00687,DOID:0050639,0.977947176,0,0
NUP50-AS1,DOID:769,0.97794354,0,0
LMCD1-AS1,DOID:4,0.977925956,1,0
LINC00312,DOID:3119,0.977919579,1,0
LINC01531,DOID:0080011,0.977886558,0,0
WT1-AS,DOID:305,0.977872312,1,0
NEAT1,DOID:8536,0.977872312,0,0
NEAT1,DOID:4043,0.977851868,0,0
PTCSC2,DOID:3969,0.977750778,1,1
NALT1,DOID:5679,0.977742612,1,0
MEG3,DOID:0060083,0.9777233,1,0
HAR1A,DOID:7474,0.977685928,0,0
PRINS,DOID:193,0.977648795,1,0
HCG9,DOID:4195,0.977631152,0,0
SCHLAP1,DOID:48,0.977613509,1,0
SNHG11,DOID:3118,0.977607906,0,0
MALAT1,DOID:3856,0.977601647,1,0
GNAS-AS1,DOID:865,0.977598429,0,0
TUSC7,DOID:3119,0.977562904,1,0
HOTAIR,DOID:10283,0.977535903,1,1
HOXA11-AS,DOID:421,0.977488518,0,0
HULC,DOID:1781,0.977488041,1,0
XIST,DOID:18,0.977470279,1,0
MIR7-3HG,DOID:8725,0.977416754,0,0
DLEU2,DOID:4043,0.977415502,0,0
HYMAI,DOID:162,0.977341175,1,0
HOTAIR,DOID:3070,0.977331817,1,1
TTTY15,DOID:162,0.977327228,1,0
TP53TG1,DOID:15,0.97732383,0,0
NEAT1,DOID:305,0.977322102,1,0
PTCSC3,DOID:783,0.97731179,0,0
LINC01531,DOID:8552,0.977308452,0,0
ZFAS1,DOID:10976,0.977302074,0,0
CASC2,DOID:0050686,0.977277815,1,0
EGOT,DOID:3070,0.977273524,0,1
LINC00654,DOID:5680,0.977266431,0,0
CDKN2B-AS1,DOID:3070,0.977262497,1,1
CDKN2B-AS1,DOID:5183,0.977219343,1,0
CASC16,DOID:3095,0.977216601,0,0
PVT1,DOID:0050013,0.977208257,1,0
CRNDE,DOID:4,0.977188587,1,0
GAS5,DOID:1793,0.977188468,1,1
BCYRN1,DOID:120,0.977166414,1,0
HOTAIR,DOID:1107,0.977162302,1,0
MEG3,DOID:303,0.977149665,1,0
SOX2-OT,DOID:3119,0.977134287,1,0
MIR137HG,DOID:150,0.977134049,1,0
OIP5-AS1,DOID:3007,0.977130771,0,0
AFAP1-AS1,DOID:170,0.977113247,1,0
LINC00472,DOID:2871,0.977099001,0,0
CDKN2A-AS1,DOID:331,0.97709775,1,0
CASC15,DOID:162,0.977095723,1,0
LINC01133,DOID:4085,0.977095127,0,0
C1QTNF9B-AS1,DOID:117,0.977081835,0,0
LSINCT5,DOID:193,0.977079213,1,0
MIR124-2HG,DOID:9952,0.977072179,0,0
LINC00963,DOID:0050686,0.97705394,1,0
HULC,DOID:3856,0.977047324,1,0
MEG3,DOID:3571,0.977020144,1,1
CDKN2B-AS1,DOID:1909,0.977008998,1,1
HOXA11-AS,DOID:4230,0.976992846,0,0
HOTAIR,DOID:9256,0.976967096,1,1
PWAR5,DOID:47,0.976962686,0,0
MEG3,DOID:9351,0.976938784,1,1
BLACAT1,DOID:14566,0.976938009,1,0
ZNF667-AS1,DOID:934,0.976937056,0,0
H19,DOID:1909,0.976934373,1,1
NFIA-AS1,DOID:3459,0.976934254,0,0
MIR7-3HG,DOID:14566,0.976926386,1,0
MIR155HG,DOID:2531,0.97691673,1,0
SAMMSON,DOID:1100,0.976894975,0,0
C1QTNF9B-AS1,DOID:14654,0.97689271,0,0
MEG3,DOID:114,0.976888418,0,0
NBAT1,DOID:1192,0.976825118,1,0
PWAR4,DOID:3829,0.976775229,0,0
HOTTIP,DOID:11934,0.976736426,1,0
LINC01556,DOID:898,0.976728797,0,0
COL18A1-AS1,DOID:10348,0.976723015,0,0
NEAT1,DOID:1040,0.976695359,1,1
HCG27,DOID:2513,0.976673901,0,0
ERICH1-AS1,DOID:1967,0.976668894,0,0
DBH-AS1,DOID:14566,0.976657629,1,0
KIRREL3-AS3,DOID:3910,0.976648748,1,0
LINC00602,DOID:117,0.976632059,0,0
MIR4435-2HG,DOID:2154,0.976610541,0,0
PICSAR,DOID:423,0.976605296,0,0
LINC00511,DOID:1612,0.976581872,0,1
MEG3,DOID:863,0.976581693,1,0
MIR17HG,DOID:0014667,0.976576984,0,0
ADORA2A-AS1,DOID:3308,0.976549387,0,0
GPR1-AS,DOID:0060464,0.976541877,0,0
SOX2-OT,DOID:7,0.976493478,1,0
DIO3OS,DOID:9835,0.976471722,0,0
DLEU2,DOID:11717,0.976388216,0,0
PWAR5,DOID:687,0.976380944,0,0
MIR181A1HG,DOID:331,0.976378441,0,0
NPTN-IT1,DOID:0050615,0.976351142,1,0
SNHG12,DOID:1070,0.97631681,0,0
LINC01184,DOID:768,0.976299882,0,0
NUP50-AS1,DOID:11054,0.97628808,0,0
HCG4,DOID:14566,0.976280689,1,0
LINC01184,DOID:655,0.976237535,0,0
MIR155HG,DOID:9074,0.976228118,0,0
TDRG1,DOID:0050745,0.976224363,0,0
CECR7,DOID:2394,0.97621721,0,0
SNHG12,DOID:374,0.976209939,0,0
LINC01587,DOID:2876,0.976193786,0,0
LINC00032,DOID:14566,0.97615087,1,0
PCA3,DOID:17,0.976149023,0,0
NPTN-IT1,DOID:1324,0.97611165,1,0
TUG1,DOID:686,0.976089537,1,0
SNHG11,DOID:374,0.976077914,1,0
LMCD1-AS1,DOID:4440,0.976059437,0,0
PVT1,DOID:2394,0.976029694,1,1
C5orf66-AS2,DOID:0060084,0.976002395,0,0
C5orf66-AS2,DOID:1324,0.976000249,1,0
BCYRN1,DOID:331,0.97600013,1,0
CTBP1-AS,DOID:178,0.975959241,0,0
PANDAR,DOID:5093,0.975940764,1,0
LINC01588,DOID:4,0.975925982,1,0
ERICH1-AS1,DOID:14566,0.975921333,1,0
HOTAIR,DOID:9538,0.975890696,1,1
MIR155HG,DOID:1967,0.975887179,0,0
MIAT,DOID:3393,0.975864232,1,0
TUSC7,DOID:0050959,0.975860059,0,0
EPB41L4A-AS1,DOID:74,0.975840628,0,0
ATXN8OS,DOID:1936,0.975839913,0,0
MHRT,DOID:2033,0.97582972,0,0
IGF2-AS,DOID:3856,0.975804508,1,0
BANCR,DOID:14566,0.975794554,1,0
IFNG-AS1,DOID:10584,0.975792944,0,0
UCA1,DOID:0050338,0.975769222,0,0
HCCAT5,DOID:3304,0.975753546,0,0
MALAT1,DOID:3070,0.975675225,1,1
LINCMD1,DOID:9256,0.975624204,0,0
HYMAI,DOID:14566,0.975617409,1,0
AGAP2-AS1,DOID:8712,0.975596189,0,0
HAR1A,DOID:4074,0.975586057,0,0
LINC00271,DOID:5419,0.975578249,1,1
LINC00315,DOID:8923,0.975563586,0,0
AGAP2-AS1,DOID:4230,0.975532055,0,0
NORAD,DOID:0050951,0.975515366,0,0
LUCAT1,DOID:193,0.975503564,1,0
HCG27,DOID:14566,0.975468218,1,0
MIF-AS1,DOID:0050117,0.975454271,1,0
H19,DOID:1240,0.97542417,1,0
HOTAIR,DOID:848,0.975423932,1,0
OLMALINC,DOID:1440,0.975423396,0,0
RMST,DOID:162,0.975404561,1,0
LINC00299,DOID:114,0.975402057,0,0
PWAR4,DOID:3907,0.975401938,0,0
JAZF1-AS1,DOID:1070,0.975382566,0,0
MIR155HG,DOID:17,0.975382209,1,0
LOXL1-AS1,DOID:15,0.975375414,0,0
MIF-AS1,DOID:1324,0.975364387,0,0
CBR3-AS1,DOID:3121,0.975343525,0,0
MHRT,DOID:7693,0.975337207,0,0
C1QTNF9B-AS1,DOID:2151,0.975328565,0,0
UCA1,DOID:5672,0.975323915,1,0
HULC,DOID:10283,0.975316763,1,1
DANCR,DOID:0050615,0.975260794,0,0
NRON,DOID:526,0.975213587,1,0
DBH-AS1,DOID:4,0.975204885,1,0
PWAR5,DOID:13317,0.975185156,0,0
LINC00472,DOID:104,0.975128472,0,0
LINCMD1,DOID:3118,0.975126684,0,0
MIR124-2HG,DOID:0050959,0.975121319,0,0
MIR100HG,DOID:2531,0.975109339,1,0
UCA1,DOID:4195,0.975108624,0,0
CASC8,DOID:0060334,0.975101471,0,0
RMST,DOID:771,0.97505945,0,0
LINC-ROR,DOID:14566,0.975059211,1,0
FAM30A,DOID:4085,0.975031793,0,0
OLMALINC,DOID:2994,0.97502929,0,0
H19,DOID:3093,0.975028753,1,0
HCP5,DOID:1205,0.975028515,1,0
CTBP1-AS,DOID:2621,0.9750157,0,0
LINC00273,DOID:170,0.975010455,0,0
DIO3OS,DOID:150,0.974999011,0,0
LINC00602,DOID:3963,0.974992812,0,0
MIR17HG,DOID:3093,0.974986017,1,0
MEG3,DOID:201,0.974984884,1,0
TINCR,DOID:4752,0.974963248,0,0
NEAT1,DOID:3070,0.974948585,1,1
NEAT1,DOID:10283,0.97488904,1,1
MIR22HG,DOID:2348,0.974857867,0,0
JAZF1-AS1,DOID:630,0.974847317,0,0
NALT1,DOID:1470,0.974818528,0,0
LINC01588,DOID:0060085,0.974814832,0,0
DLEU2,DOID:2531,0.974813819,1,0
MIR22HG,DOID:2621,0.974808037,0,0
NCRUPAR,DOID:3996,0.974767447,0,0
GAS5,DOID:9884,0.974748969,0,0
GNG12-AS1,DOID:1240,0.974736631,0,0
LINC00602,DOID:1492,0.974728942,0,0
LOXL1-AS1,DOID:2033,0.97472173,0,0
PSMB8-AS1,DOID:10348,0.974693477,0,0
H19,DOID:0050686,0.974689901,1,0
ABALON,DOID:1909,0.974688768,0,1
HOTAIR,DOID:8618,0.974687517,1,0
LINC01133,DOID:225,0.974670053,0,0
HOTAIR,DOID:263,0.974663138,1,1
MALAT1,DOID:9538,0.97459805,1,1
NRON,DOID:630,0.974585712,1,0
BLACAT1,DOID:1205,0.974584341,0,0
CASC8,DOID:4194,0.97453779,0,0
PVT1,DOID:263,0.974534631,1,1
EWSAT1,DOID:769,0.974516988,0,0
CASC2,DOID:193,0.974513233,1,0
TP53TG1,DOID:0060131,0.974503517,1,0
CRNDE,DOID:9256,0.974503279,1,1
SAMMSON,DOID:14681,0.974500537,0,0
CASC2,DOID:771,0.974498093,0,0
MIR124-2HG,DOID:3118,0.974498093,0,0
NEAT1,DOID:686,0.974496961,1,0
TP53TG1,DOID:0050338,0.974478602,0,0
MIR22HG,DOID:2921,0.974477112,0,0
PANDAR,DOID:686,0.974473417,1,0
LINC00271,DOID:0050865,0.974461377,0,0
KIRREL3-AS3,DOID:0070004,0.974461257,0,0
MIR17HG,DOID:12987,0.974454343,0,0
TTTY2,DOID:896,0.974437535,0,0
DSCR9,DOID:11054,0.974417925,0,0
MALAT1,DOID:4362,0.974410236,1,1
DIO3OS,DOID:1492,0.974400699,0,0
GHET1,DOID:2025,0.974365532,0,0
LINC00473,DOID:1492,0.974363625,0,0
LINC01080,DOID:9744,0.974335432,0,0
MIAT,DOID:2377,0.974330425,0,0
ZEB1-AS1,DOID:686,0.974323511,1,0
UCA1,DOID:263,0.974285185,1,1
DBH-AS1,DOID:225,0.974283814,0,0
NEAT1,DOID:2394,0.974275768,1,1
BCYRN1,DOID:5719,0.974269569,0,0
DSCR10,DOID:4,0.974265039,1,0
MEG3,DOID:3908,0.974257112,1,1
LINC00299,DOID:13241,0.974214673,0,0
CCAT1,DOID:1240,0.974209905,1,0
MYCNOS,DOID:4971,0.974205375,0,0
LINC00654,DOID:4851,0.974195004,0,0
BANCR,DOID:1909,0.974177599,1,1
PRINS,DOID:934,0.974173844,0,0
LINC00575,DOID:6271,0.974173605,0,0
LINC00575,DOID:421,0.974129736,0,0
HULC,DOID:193,0.97412318,1,0
CCAT1,DOID:0070004,0.974106431,0,0
SOX2-OT,DOID:229,0.974102676,0,0
LINC00319,DOID:0080053,0.974095225,0,0
TTTY15,DOID:3308,0.974044561,0,0
SPRY4-IT1,DOID:3070,0.973989904,1,1
MIR17HG,DOID:225,0.97398293,1,1
FMR1-AS1,DOID:2789,0.973957717,0,0
MIR100HG,DOID:0080001,0.973957717,0,0
TARID,DOID:0050829,0.973952711,0,0
C5orf66-AS1,DOID:305,0.973948538,1,0
LINC-ROR,DOID:934,0.973928154,0,0
EGOT,DOID:3069,0.973919451,0,0
LINC00312,DOID:3451,0.973883986,0,0
PARD6G-AS1,DOID:4,0.9738217,1,0
NPTN-IT1,DOID:1319,0.973801672,0,0
NPTN-IT1,DOID:1205,0.973796904,0,0
CASC15,DOID:9352,0.973795474,0,0
LINC00974,DOID:162,0.973790944,1,0
MALAT1,DOID:8850,0.973784029,0,0
PWAR5,DOID:0080146,0.973773956,0,0
HNF1A-AS1,DOID:3627,0.97377038,0,0
NCAM1-AS1,DOID:10534,0.973756194,0,0
LINC00474,DOID:15,0.973744035,1,0
ZFAS1,DOID:14566,0.973704696,1,0
HOTAIR,DOID:9261,0.97370106,1,1
SERTAD4-AS1,DOID:3369,0.973694623,0,0
BLACAT1,DOID:3996,0.97367233,1,0
HNF1A-AS1,DOID:9206,0.973659337,0,0
COL18A1-AS1,DOID:0050338,0.97364831,0,0
ATXN8OS,DOID:1440,0.9736467,1,0
GAS5,DOID:305,0.97364229,1,0
H19,DOID:4706,0.973564088,1,0
FENDRR,DOID:5844,0.973560929,0,0
RAD51-AS1,DOID:4184,0.973544002,0,0
HOTAIRM1,DOID:162,0.973542988,1,0
CASC16,DOID:5223,0.973519683,0,0
DISC1FP1,DOID:4085,0.973503232,0,0
DISC1FP1,DOID:0080005,0.973482192,0,0
GNG12-AS1,DOID:8552,0.973474503,0,0
LINC-ROR,DOID:2994,0.97345227,0,0
LINC01588,DOID:535,0.973448873,0,0
HOTAIR,DOID:17,0.973395467,1,0
HOTAIR,DOID:686,0.973375916,1,0
HPN-AS1,DOID:9942,0.973356485,0,0
NALT1,DOID:660,0.973324537,0,0
KIRREL3-AS3,DOID:15,0.973300457,0,0
PTCSC3,DOID:1781,0.97329706,1,1
APTR,DOID:289,0.973245025,0,0
CASC15,DOID:1192,0.973173559,1,0
TUSC7,DOID:0080146,0.973152995,0,0
H19,DOID:4006,0.973142147,0,0
LINC01098,DOID:3856,0.973134935,0,0
TINCR,DOID:184,0.973117292,0,0
LINC00336,DOID:5166,0.973092139,0,0
DLEU2,DOID:934,0.973077595,0,0
SAMMSON,DOID:3324,0.973056257,0,0
SNHG4,DOID:3312,0.973048568,0,0
HCCAT5,DOID:0050687,0.973015606,1,0
FAM83H-AS1,DOID:680,0.972901165,0,0
MESTIT1,DOID:3527,0.972899497,0,0
MIR181A1HG,DOID:2033,0.972858965,0,0
COL18A1-AS1,DOID:14067,0.972843409,0,0
GATA3-AS1,DOID:4045,0.972841859,0,0
SNHG11,DOID:4,0.972823143,1,0
ADORA2A-AS1,DOID:8649,0.972819984,0,0
MALAT1,DOID:193,0.972816885,1,0
TRERNA1,DOID:9952,0.972755671,0,0
LINC01531,DOID:2513,0.972719789,0,0
XACT,DOID:0060089,0.972711325,0,0
LINC01426,DOID:2678,0.972697139,0,0
LINC01602,DOID:2789,0.97269541,0,0
GHET1,DOID:0110408,0.972649872,0,0
GSTT1-AS1,DOID:403,0.97263968,0,0
CASC2,DOID:0050687,0.97263664,1,0
LINC00319,DOID:0050686,0.972633839,0,0
CCDC26,DOID:10652,0.972616374,0,0
KCNQ1OT1,DOID:3856,0.972605765,1,0
NPSR1-AS1,DOID:13089,0.972591221,0,0
NUP50-AS1,DOID:47,0.972582519,0,0
SNHG1,DOID:331,0.972581744,0,0
H19,DOID:0050687,0.972548246,1,0
SOX2-OT,DOID:1909,0.972548008,0,1
MIR137HG,DOID:5339,0.972531319,0,0
FBXW7-AS1,DOID:184,0.972512543,0,0
LINC00654,DOID:0050686,0.972510397,0,0
UCA1,DOID:3193,0.972503722,0,0
MIR17HG,DOID:178,0.972501457,1,0
FALEC,DOID:2559,0.97249186,0,0
LUCAT1,DOID:4184,0.972490728,0,0
DLEU2,DOID:615,0.97248286,0,0
TP53TG1,DOID:409,0.972466052,0,0
PICSAR,DOID:10591,0.972438574,0,0
CADM3-AS1,DOID:0060334,0.972313643,0,0
FALEC,DOID:9206,0.972283125,0,0
PVT1,DOID:1240,0.972279072,1,1
HCG9,DOID:769,0.972275138,0,0
DIO3OS,DOID:4090,0.972274363,0,0
DISC1FP1,DOID:421,0.97226274,0,0
LINC01098,DOID:4159,0.972260833,0,0
LINC00687,DOID:4440,0.97225678,0,0
HCP5,DOID:1909,0.972198844,0,0
RAD51-AS1,DOID:11054,0.972195268,0,0
PRNCR1,DOID:14566,0.972191155,1,0
PISRT1,DOID:3571,0.972157836,0,0
MEG8,DOID:5572,0.972135723,0,0
PARD6G-AS1,DOID:423,0.972127736,0,0
PRNCR1,DOID:3856,0.972090662,1,0
DAOA-AS1,DOID:1100,0.972069383,0,0
MIR194-2HG,DOID:0050686,0.972050607,1,0
MHRT,DOID:0050739,0.972043931,0,0
LINC01235,DOID:12603,0.972007334,0,0
HPN-AS1,DOID:14654,0.971985161,0,0
PVT1,DOID:706,0.971924126,1,0
TP53TG1,DOID:0050615,0.971922398,0,0
MIAT,DOID:7,0.971914113,1,0
PSORS1C3,DOID:2531,0.971879721,1,0
BANCR,DOID:3007,0.971870601,0,0
LINC00271,DOID:7,0.971855998,0,0
CAHM,DOID:1428,0.971844137,0,0
DSCR9,DOID:0060083,0.971830308,0,0
H19,DOID:4007,0.971803844,0,0
LINC00511,DOID:9253,0.971782565,0,0
LINC01602,DOID:4006,0.971776366,0,0
TINCR,DOID:0060131,0.971775949,0,0
DISC2,DOID:3312,0.971741855,1,1
HCCAT5,DOID:305,0.971730709,1,0
LRRC3DN,DOID:8584,0.971646249,0,0
CDKN2B-AS1,DOID:1205,0.971612155,0,0
LINC00315,DOID:5679,0.971595645,0,0
H19,DOID:225,0.971589208,1,0
PRINS,DOID:162,0.971584499,1,0
LOXL1-AS1,DOID:3324,0.971570313,0,0
LINC00942,DOID:6050,0.971558809,0,0
IL10RB-AS1,DOID:688,0.971544981,0,0
GACAT2,DOID:1398,0.971535981,0,0
NORAD,DOID:5093,0.97152251,0,0
HCG4,DOID:5680,0.971505523,0,0
DAOA-AS1,DOID:0060689,0.971498847,0,0
PTCSC3,DOID:8997,0.971483767,0,0
MHRT,DOID:9279,0.971464574,0,0
HCG9,DOID:1227,0.971454978,0,0
HCCAT5,DOID:162,0.971387267,1,0
CASC2,DOID:1380,0.971352279,1,1
MHRT,DOID:4450,0.971315861,0,0
SNHG4,DOID:5672,0.971309185,1,0
PSORS1C3,DOID:47,0.971304476,0,0
LINC00312,DOID:4,0.971274137,1,0
KCNQ1OT1,DOID:0080053,0.971245766,0,0
NPSR1-AS1,DOID:4,0.971245646,1,0
HELLPAR,DOID:11717,0.971222639,0,0
CYTOR,DOID:3571,0.971220911,1,0
MALAT1,DOID:1192,0.971211791,1,0
SOX2-OT,DOID:1289,0.97121048,1,0
MIR155HG,DOID:2621,0.971206963,0,0
TUSC8,DOID:4194,0.971196055,0,0
DISC2,DOID:3342,0.97115469,0,0
ERICH1-AS1,DOID:2151,0.971147299,0,0
DSCR10,DOID:9538,0.971138179,0,0
H19,DOID:1428,0.971136034,1,0
HCG9,DOID:2394,0.971133351,0,0
HULC,DOID:184,0.971133351,1,1
LINC01098,DOID:0050338,0.971126616,0,0
PWAR4,DOID:2349,0.971116126,0,0
ERICH1-AS1,DOID:162,0.971100628,1,0
LINC00511,DOID:10763,0.971096814,0,0
LINC01602,DOID:5419,0.971078575,0,0
PSORS1C3,DOID:4362,0.971075416,0,0
TP53COR1,DOID:5672,0.971069276,1,0
PVT1,DOID:10534,0.971068025,1,1
TUSC7,DOID:10155,0.971051693,1,0
HYMAI,DOID:0050687,0.97104013,1,0
UCA1,DOID:1229,0.971039891,0,0
HULC,DOID:3119,0.971000373,1,0
DISC2,DOID:150,0.970994055,1,0
MINCR,DOID:4045,0.970990896,0,0
HOTTIP,DOID:2377,0.970979989,0,0
CCAT1,DOID:5517,0.970977902,1,0
LINC00963,DOID:162,0.970972717,1,0
HOTAIR,DOID:4006,0.970959008,1,0
LINC01133,DOID:0050615,0.970939457,1,0
NBAT1,DOID:6270,0.970933735,0,0
TUG1,DOID:3347,0.970921934,1,1
KIRREL3-AS3,DOID:4,0.970908403,1,0
MALAT1,DOID:5166,0.970903695,1,0
NALT1,DOID:863,0.970889628,1,0
TP73-AS1,DOID:162,0.970886409,1,0
CASC16,DOID:5672,0.97088629,1,0
PANDAR,DOID:305,0.970862031,1,0
KCNQ1OT1,DOID:3393,0.970836937,1,0
PEG3-AS1,DOID:5680,0.970831335,0,0
CCAT2,DOID:684,0.970797539,1,1
SPRY4-IT1,DOID:305,0.970795751,1,0
LINCMD1,DOID:229,0.970795512,1,0
ZEB1-AS1,DOID:0060158,0.970793128,0,0
MEG3,DOID:14566,0.970787525,1,0
HULC,DOID:4,0.970773339,1,0
SNHG12,DOID:17,0.970769525,0,0
LINC01235,DOID:15,0.97074604,0,0
MALAT1,DOID:0060072,0.970736325,1,0
MIAT,DOID:0060289,0.970726609,0,0
DISC2,DOID:4045,0.970722497,0,0
ABALON,DOID:3451,0.970714867,0,0
MIAT,DOID:9976,0.970704198,1,1
LINC00336,DOID:0080001,0.97069025,0,0
EWSAT1,DOID:0050687,0.970679104,1,0
HCG27,DOID:162,0.970678926,1,0
ZEB1-AS1,DOID:162,0.970668316,1,0
SNHG11,DOID:1324,0.970644653,0,1
HOTAIR,DOID:824,0.970638156,0,0
DSCR10,DOID:150,0.970629394,1,0
HCG27,DOID:1289,0.970626652,0,0
LSINCT5,DOID:7474,0.970620155,0,0
KCNQ1OT1,DOID:10283,0.970550537,1,1
GAS5,DOID:193,0.970546722,1,0
DISC2,DOID:4,0.970532477,1,0
MINCR,DOID:162,0.970524728,1,0
GAS5,DOID:4451,0.970457137,1,0
HAS2-AS1,DOID:660,0.970454752,0,0
LINC-PINT,DOID:0060085,0.970451057,0,0
OLMALINC,DOID:26,0.970442832,0,0
UCA1,DOID:10155,0.970429182,1,0
MIR4435-2HG,DOID:2018,0.970419943,0,0
FAM83H-AS1,DOID:403,0.970413685,0,0
LINC00974,DOID:2921,0.970409274,0,0
GNG12-AS1,DOID:4451,0.970387936,0,0
ABALON,DOID:12987,0.970385849,0,0
PWAR5,DOID:2033,0.970383704,0,0
APTR,DOID:3856,0.970377326,0,0
HOTTIP,DOID:219,0.970373929,0,0
NPTN-IT1,DOID:162,0.970367849,1,1
MEG3,DOID:1192,0.970360816,1,0
TARID,DOID:8618,0.970347524,0,0
CDKN2B-AS1,DOID:0050830,0.970347345,1,1
HULC,DOID:14566,0.970331609,1,0
CDKN2A-AS1,DOID:8725,0.970331192,1,0
NORAD,DOID:4230,0.970297158,0,0
HNF1A-AS1,DOID:9120,0.970294893,0,0
BCYRN1,DOID:680,0.970294893,1,0
BCYRN1,DOID:2621,0.970239937,1,0
MIR194-2HG,DOID:3948,0.970239699,0,0
CCAT2,DOID:9252,0.970233858,0,0
LINC00675,DOID:193,0.970216036,0,0
SOX2-OT,DOID:3748,0.970186293,1,0
LINC00261,DOID:229,0.970168352,0,0
LUCAT1,DOID:65,0.970162272,0,0
MIR100HG,DOID:11830,0.970149457,1,1
HOXA11-AS,DOID:120,0.970145762,1,0
ZEB1-AS1,DOID:3565,0.970122755,0,0
CDKN2B-AS1,DOID:0014667,0.97009486,1,0
HAND2-AS1,DOID:1240,0.970085979,0,0
ADORA2A-AS1,DOID:421,0.970075905,0,0
CDKN2B-AS1,DOID:0050828,0.970071614,1,0
MHRT,DOID:0080146,0.970064998,0,0
ATXN8OS,DOID:178,0.97004807,0,0
HOTAIR,DOID:4450,0.97003752,1,1
CCAT1,DOID:193,0.970020592,1,0
LINC00473,DOID:0050686,0.970016122,1,0
MHRT,DOID:3347,0.970014632,0,0
LINC01184,DOID:1686,0.970011592,0,0
HOTTIP,DOID:14566,0.969988525,1,0
HOTAIR,DOID:120,0.969983578,1,0
TUG1,DOID:3908,0.969982803,1,1
MEG3,DOID:4607,0.969975173,1,0
